node_1;node_2;chunk_id;count;edge
dumbledore;harry potter;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,5f82479908824d8b840c6a2bedd670c1;5;contextual proximity
dumbledore;harry's blanket;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;4;contextual proximity
dumbledore;harry's bundle;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;4;contextual proximity
dumbledore;hermione;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
dumbledore;motorcycle;88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;6;contextual proximity
dumbledore;nobility;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
dumbledore;powers;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;4;contextual proximity
dumbledore;professor mcgonagall;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,5f82479908824d8b840c6a2bedd670c1,88ed240dd542497c973d6ff539661096,e166e7938f74495db1014b34b5a82ca8,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;19;contextual proximity
dumbledore;put-outer;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;3;contextual proximity
dumbledore;rumors;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
dumbledore;silver cigarette lighter;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;2;contextual proximity
dumbledore;sirius;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;4;contextual proximity
dumbledore;voldemort;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;8;contextual proximity
dumbledore;you-know-who;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
dursleys;being harry's only family left;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;being late;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;dumbledore;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;dursleys' son;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;explaining everything to harry when he's older;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;hagrid;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;4;contextual proximity
dursleys;harry potter;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;harry's aunt and uncle;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;living with the dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;mistreating his mother;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;not being like hogwarts' people;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;professor mcgonagall;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;telling about harry's whereabouts;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;watching the dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys;writing a letter to the dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys' son;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
dursleys' son;hagrid;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
emerald cloak;harry potter;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
emerald cloak;professor mcgonagall;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;7;contextual proximity
every child in our world;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
explaining everything to harry when he's older;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
explaining everything to harry when he's older;hagrid;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
extreme size;hagrid;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
extreme size;motorcycle;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
falling from sky;hagrid;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
falling from sky;motorcycle;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
famous;harry potter;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
famous person;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
fear;he;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
fear;mr. dursley;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
fear;people in cloaks;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
five different people;he;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
five different people;mr. dursley;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;6;contextual proximity
five different people;owls;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;2;contextual proximity
five different people;people in cloaks;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
flocks of owls, shooting stars;are being downright careless, out on the streets in broad daylight, not even dressed in muggle clothes, swapping rumors;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;dedalus diggle;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;disappearance of youknow-who;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;have noticed something's going on;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;muggles;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;6;contextual proximity
flocks of owls, shooting stars;muggles have noticed;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;not completely stupid;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;people;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;people are careless, spreading rumors;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
flocks of owls, shooting stars;unusual events;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
future event;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
go to find the potters;a piercing stare;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
go to find the potters;hermione;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
go to find the potters;voldemort;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;4;contextual proximity
growing up away from fame;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
grunnings;the dursleys;55fba9390d9b40a9b2080b407539097c,55fba9390d9b40a9b2080b407539097c,55fba9390d9b40a9b2080b407539097c;3;contextual proximity
grunnings parking lot;mr. dursley;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;3;contextual proximity
grunnings parking lot;owls;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;2;contextual proximity
hagrid;baby boy (harry);88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096;4;contextual proximity
hagrid;being harry's only family left;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;being late;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;celebrations;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
hagrid;curiously shaped cut on the forehead;88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096;6;contextual proximity
hagrid;doorstep;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
hagrid;dumbledore;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,e166e7938f74495db1014b34b5a82ca8,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;25;contextual proximity
hagrid;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;4;contextual proximity
hagrid;dursleys' son;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;explaining everything to harry when he's older;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;extreme size;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
hagrid;falling from sky;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
hagrid;harry potter;a098a6a30133471ea74483e217f6742f,5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;5;contextual proximity
hagrid;harry's aunt and uncle;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;harry's blanket;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
hagrid;harry's bundle;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
hagrid;living with the dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;man on motorcycle;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
hagrid;mistreating his mother;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;motorcycle;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;13;contextual proximity
hagrid;not being like hogwarts' people;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;professor mcgonagall;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,e166e7938f74495db1014b34b5a82ca8,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;20;contextual proximity
hagrid;sirius;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
hagrid;sirius black;88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096;2;contextual proximity
hagrid;telling about harry's whereabouts;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;trust;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
hagrid;watching the dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
hagrid;writing a letter to the dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
half past eight;cat;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026;2;contextual proximity
half past eight;mr. dursley;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026;3;contextual proximity
happy;stranger;7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e;4;contextual proximity
harry;dudley's age;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
harry;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry;howard/harry;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
harry;mr. dursley;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
harry;mrs. dursley;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
harry;nasty, common name;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
harry;potters;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
harry;their son;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;4;contextual proximity
harry potter;amusement;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;4;contextual proximity
harry potter;astonishing things;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
harry potter;better option for harry;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;black hair in a tight bun;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
harry potter;books;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;cat;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;4;contextual proximity
harry potter;darkness;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;4;contextual proximity
harry potter;dumbledore;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,5f82479908824d8b840c6a2bedd670c1;5;contextual proximity
harry potter;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
harry potter;emerald cloak;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
harry potter;every child in our world;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;famous;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
harry potter;famous person;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;future event;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;growing up away from fame;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;hagrid;a098a6a30133471ea74483e217f6742f,5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1,bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;5;contextual proximity
harry potter;harry;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;harry potter day;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;harry potter knowledgeable group;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;harry potter related;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;legend;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;number of feasts and parties on her way here;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
harry potter;people meeting in secret;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
harry potter;prodded and pinched;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
harry potter;professor mcgonagall;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,5f82479908824d8b840c6a2bedd670c1;15;contextual proximity
harry potter;put-outer;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;12;contextual proximity
harry potter;ruffled appearance;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
harry potter;severe-looking woman;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
harry potter;silver cigarette lighter;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;8;contextual proximity
harry potter;special;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
harry potter;square glasses;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
harry potter;street lamps;7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502,7c0441bed2e246c5a064644b015d6502;4;contextual proximity
harry potter;tabby cat;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
